,content,rating
790,"Foreign aid ""is less than 1 percent of our federal budget.""",0
791,"""I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.""",0
792,"In 2006, Bernie Sanders ""voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.""",0
793,"""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.""",0
794,"""If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. ＃ African-American kids are unemployed or underemployed to the tune of 51 percent.""",0
795,"When Honduran children came into this country, ""Secretary Clinton said send them back.""",0
796,"When New York Gov. Eliot Spitzer wanted to ""provide driver's licenses to those who are undocumented. (Hillary Clinton) said don't do it.""",0
797,"""Over 32,000 people die from #GunViolence every year. Yet, (The U.S. Centers for Disease Control and Prevention) is banned from researching ways to prevent this.""",0
798,"When John Kasich became governor of Ohio, ""there was an $8 billion budget deficit and now there's a $2 billion surplus.""",0
799,"""Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump ＃ and, that's true nationally.""",0
800,"Like Marco Rubio, Sen. Barack Obama had ""one of the worst attendance records in the Senate.""",0
801,"""(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.""",0
802,"""We have a higher rate of tested lead in people in Cleveland than in Flint.""",0
803,"""President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.""",0
804,"""A single mother of two can't qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.""",0
805,"""There's no correlation between primary turnout and wins in the fall in the last 11 elections.""",0
806,"Says he ""tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.""",0
807,"Marco Rubio ""has the No. 1 absentee record in the United States"" Senate.",0
808,"In head-to-head polls for the general election, ""I beat Hillary Clinton by more than anybody, by 11 points.""",0
809,"""Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.""",0
810,"""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.""",0
811,"""There is not a single candidate in the Republican primary that thinks we should do anything about climate change.""",0
812,"""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""",0
813,"""Building a wall"" on the U.S.-Mexico border ""will take literally years.""",0
814,"""There isn't a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.""",0
815,"""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",0
816,"""Our community (Tampa Bay) is one of the 10 most threatened by the sea level rise in the world.""",0
817,"""Malawi has just 300 doctors for 16 million people.""",0
818,"Says Donald Trump ""wants to keep big government in charge"" of federally-owned land.",0
819,"""There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools.""",0
820,"""Why are Muslim armies so useless against ISIS? ... There are 20,000 or 30,000 (ISIS fighters). The countries surrounding ISIS have armies totaling 5 million people.""",0
821,"""About 70 percent of Republicans nationwide ... don't think Donald Trump is the right guy"" to take on Hillary Clinton in November.",0
822,"Says Missouri families' ""earning power is about $5,000 less today than it was at the turn of the century.""",0
823,"The Arizona State Board of Education's ""failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.""",0
824,"In Sauk City, Wisconsin, ""the ID office"" that provides identification for voting ""is only open on the fifth Wednesday of every month"" -- a total of four days in 2016.",0
825,"""In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.""",0
826,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",0
827,"""Barack Obama will somehow manage to add more than $8 trillion to the national debt, which is more debt than the 43 presidents who held office before him compiled together.""",0
828,"Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was ""unarmed.""",0
829,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",0
830,"""We are almost halfway to our goal of 1,000 rapes prosecuted!""  ",0
831,"""The richest 80 people in the world own more wealth than the bottom half of the global population.""",0
832,"Says Hillary Clinton won ""health care for 8 million children.""",0
833,"Says Donald ""Trump supported impeachment of President (George W.) Bush.""",0
834,"North Korea's missiles are ""not going to have a capability to reach the United States anytime real soon.""",0
835,"""When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.""",0
836,"Says state Supreme Court candidate Joe Donald twice ""supported"" incumbent Justice Rebecca Bradley.",0
837,"""On average it takes 300 Americans working for a solid year to make as much money as one top CEO.""",0
838,"""The African-American community lost half of their wealth as a result of the Wall Street collapse.""",0
839,"""Americans haven't had a raise in 15 years.""",0
840,"""In America, we pay, by far, the highest prices in the world for prescription drugs.""",0
841,"The Seminole gambling compact offers ""$3 billion in guaranteed revenue, the largest share for any state in history.""",0
842,"""We bailed out"" Johnson Controls when ""we saved the auto industry"" and ""now they want to avoid paying taxes.""",0
843,"""My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.""",0
844,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,0
845,"""Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.""",0
846,"""People think AIDS is done -- it's not done.""",0
847,"Says she ""is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.""",0
848,"Says Ruben Kihuen ""only managed in the minority to get one bill passed out of the eight to 10 he introduced"" during the 2015 legislative session.",0
849,"In Virginia, ""people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.""",0
850,"""Ted Cruz defended a Chinese company that stole an invention from an American inventor.""",0
851,"""There really isn't any kind of foreign policy network that is supporting and advising Sen. Sanders.""",0
852,"""Owen in MA vs. Owen in RI ＃ Advantage:Rhode Island.""",0
853,"Says Bernie Sanders advocated putting ""Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.""",0
854,"Arizona is spending ""less on a per-capita basis than every single state in this country in higher education.""",0
855,"China is ""practicing how to blow up our satellites.""",0
856,"""We've cut taxes 50 times and look what has happened to our revenues. They've grown.""",0
857,"""90 percent of all pain medications are prescribed in the United States.""",0
858," ""I am the only candidate that has endorsed Bernie Sanders for President. In PA, I've got Bernie's back.""",0
859,"""I'll be running against a career politician.""",0
860,"As part of legislative fights over abortion rights, ""Mike Coffman co-sponsored a bill to redefine rape.""",0
861,"""It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.""",0
862,"""Texas is growing twice as fast as the rest of the country.""",0
863,"""Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.""",0
864,"""I have never supported cap and trade.""",0
865,"When a Gallup poll asked about presidential candidate characteristics, ""When they get to the question on, 'Would you vote for a socialist,' it is even less popular than voting for atheists.""",0
866,"Under Ted Cruz's tax plan, ""businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.""",0
867,Says his views on reparations for slavery are the same as Barack Obama's and Hillary Clinton's. ,0
868,"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",0
869,"""Anyone can die of a toothache.""",0
870,"""In 40 years of broadcast, I have never endorsed any candidate.""",0
871,"""Fifty years ago, the average GM employee could pay for a year of a son or daughter's college tuition on just two weeks wages.""",0
872,"""Two million new jobs have been created,"" in California since 2011.",0
873,"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",0
874,Texas has the sixth-highest property taxes in the nation.,0
875,"""According to the most recent report, Wisconsin's high school graduation rates are also up again -- to third best in the country.""",0
876,"""I have a D-minus voting record from the NRA.""",0
877,"""Today, if you were raised poor, you're just as likely to stay poor as you were 50 years ago.""",0
878,"Says Bernie Sanders ""voted for what we call the 'Charleston Loophole.'""",0
879,"Says Bernie Sanders ""has reversed his position on immunity"" for gun manufacturers and sellers.",0
880,"Boston is just 60 minutes away and it's offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",0
881,"Says Marco Rubio ""knows full well I voted for his amendment to increase military spending to $697 billion.""",0
882,"""We have the lowest percentage of Americans working today of any year since 1977.""",0
883,"""The United States of America, right now, has the strongest, most durable economy in the world.""",0
884,"""We spend more on our military than the next eight nations combined.""",0
885,"The economy is ""too weak to raise income levels.""",0
886,"""Our businesses have created jobs every single month since (Obamacare) became law.""",0
887,"We have cut ""our deficits by almost three-quarters.""",0
888,"""Let's start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states."" ",0
889,"""Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.""",0
890,"""A violent felon can buy (a gun) over the Internet with no background check, no questions asked.""",0
891,"""More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.""",0
892,"Guantanamo has ""never been a key component of ISIS or al-Qaida propaganda.""",0
893,"By the end of 2015, more than 1,300 people will have died on Georgia roads. One of out evey four fatalities resulted from drunken driving.",0
894,"""91% of suspected terrorists who attempted to buy guns in America walked away with the weapon they wanted.""",0
895,"Forty percent of illegal immigrants are ""people coming legally on visas and overstaying their visas.""",0
896,"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",0
897,"Says Bernie Sanders ""voted for regime change with respect to Libya."" ",0
898,"""Only nine"" coalition nations with the U.S. ""are truly actively involved"" in fighting the Islamic State.",0
899,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",0
900,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",0
901,"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",0
902,"""Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.""",0
903,"""Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.""",0
904,"""Two months ago, Donald Trump said that ISIS was not our fight.""",0
905,"""Three or four countries"" out of roughly 60 in the anti-ISIS coalition ""are providing military force.""",0
906,"""I have always opposed driver's licenses for illegal aliens.""",0
907,"Since 2008, Gwinnett County's population has grown 15 percent, while the county government staff has increased only 1 percent.",0
908,"""Up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.""",0
909,"The U.S. ""tax rate on successful small businesses is 44.6 percent,"" while the business tax rate in Canada is 15 percent.",0
910,"""We lock up close to 2.4 million people in this country. We're locking up more people than China and Russia.""",0
911,"""In France, they have a (surveillance) program a thousandfold more invasive"" than the United States.",0
912,"""Since 2008, we have cut 5,000 positions"" from Virginia public schools.",0
913,"""In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea.""",0
914,"""There is a federal criminal law that says it's a crime to transport dentures across state lines.""",0
915,"California has ""robust job growth that outpaces the rest of the nation.""",0
916,"The Charleston, S.C., shooter ""should have never been given a gun, but the universal background check was not fast enough.""",0
917,"Despite attention on global warming, ""fewer Americans carpool today to work than carpooled in 1980"" and ""SUVs have never been a larger proportion of the vehicles being sold in this country.""",0
918,"""California has more kids in poverty ... than virtually any other state.""",0
919,"The Milwaukee County executive can sell the public ""museum, the airport and the zoo"" -- all on his own, without County Board approval",0
920,"""15 years ago, cancer drugs cost an average of $10,000 a year. Now it's $10,000 a month.""",0
921,"""Probably less than 4 percent"" of Wisconsin residents ""are enjoying the subsidies"" from Obamacare.",0
922,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,0
923,"""It is already in the law that there is a requirement to screen (refugees) for religion.""",0
924,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",0
925,"""The world food demand is going to double sometime between now and 2070.""",0
926,"Says President Barack Obama ""will not utter the words 'radical Islamic terrorism' and as matter of policy, nobody in the administration will say the words 'radical Islamic terrorism.'""",0
927,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",0
928,"In 2008, Maggie Hassan voted against legislation to ""prevent sanctuary cities in New Hampshire.""",0
929,"""More black babies are aborted in NYC than born.""",0
930,"For NATO exercises, ""we don't have enough of our own hardware and equipment even for training purposes. So the Brits are spotting us choppers.""",0
931,"""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.""",0
932,"""Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, it's even more -- almost $1,500 a year.""",0
933,"""The actual (construction) contracts that we've awarded to date have come in several hundred million dollars below estimates.""",0
934,"""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table.""",0
935,"Since he took office as Milwaukee County executive, ""we have never raised"" bus fares and ""this year there'll be a million route-miles more than there were five years ago.""",0
936,"""@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.""",0
937,"Wisconsin's 6th congressional ""district has more manufacturing jobs than almost any other"" in the nation.",0
938,"Says David Vitter ""answered a prostitute's call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.""",0
939,"""Forty-five states allow open carry of firearms.""",0
940,"""71% of WI's roads are in poor or mediocre condition and 14% of WI's bridges are structurally deficient or functionally obsolete.""",0
941,"""The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.""",0
942,"When President Barack Obama said ISIS, or ISIL, was contained, he ""was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.""",0
943,"""It takes almost a year for a refugee to be processed in the United States.""",0
944,Says income tax rates under Eisenhower were as high as 90 percent.,0
945,"Will Hurd ""tends to have a 96 percent straight Republican, straight party voting record.""",0
946,"""Net immigration from Mexico last year was zero. Fact-check me.""",0
947,"500,000 U.S. troops came home from Iraq and Afghanistan ""with PTSD and traumatic brain injury.""",0
948,"""Women fill two-thirds of minimum wage jobs.""",0
949,"Says Marco Rubio is proposing a new $1 trillion ""welfare program"" in tax credits and ""$1 trillion in new military spending.""",0
950,"""Over half of the black workers in this country earn less"" than $15 an hour.",0
951,"""There are more words in the IRS code than there are in the Bible.""",0
952,"""Our state has no major rivers to produce big hydropower.""",0
953,"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",0
954,"""Go look on the West Point website and you'll see those specific words, 'full scholarship to West Point.' So even though it is, you know, given as a grant for anybody who gets in, those words are used.""",0
955,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",0
956,"""How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.""",0
957,"""'Dark money' spending"" in the 2016 election cycle ""is 10 times what it was at the same point in the 2012 election cycle,"" when it topped $308 million.",0
958,"""No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.""",0
959,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",0
960,"""If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that they've sponsored.""",0
961,"A Texas police department bought an ad telling drug dealers, ""We can take your competition off the streets for FREE.""",0
962,"My campaign ""finished the last quarter reporting the most cash on hand of any Republican in the field ＃ $13.8 million in the bank, $3.5 million more than the Jeb Bush campaign.""",0
963,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes.""",0
964,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""",0
965,"""The federal government owns about half of the West, yet it continues to acquire more land.""",0
966,Georgia has the highest flu activity in the country.,0
967,"Says Marco Rubio opposes abortion ""even in the case of rape and incest.""",0
968,"Says John Kerry ""is the first secretary of state to rely primarily on a government account.""",0
969,"""Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.""",0
970,"Some 8.1 million of the estimated 11 million to 12 million people ""in this country illegally are working.""",0
971,Brewpubs can't sell growlers of their beer to customers.,0
972,"Says Hillary Clinton ""couldn't bring herself to say we need to separate commercial banking and speculative banking, namely reinstating Glass-Steagall.""",0
973,"A Republican bill that would change John Doe criminal investigations is ""creating exceptions in the law for politicians.""",0
974,"""We lose an average of 90 Americans every day because of guns.""",0
975,"HIV/AIDS is ""dramatically on the rise in the U.S. South.""",0
976,"""The oil and natural gas industry provides or supports 141,600 jobs in Georgia.""",0
977,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China.",0
978,"""I am very proud that over my almost 30 years of public service I have had no scandals.""",0
979,"""Every other major country"" has family paid leave.",0
980,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",0
981,"""Today in America, we have more people in jail than any other country on Earth.""",0
982,"""Sen. Sanders did vote five times against the Brady bill.""",0
983,"""There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress"" that concluded ""nobody did anything wrong, but there were changes we could make.""",0
984,"Texas has ""outstripped the national poverty rate"" since ""at least 1959.""",0
985,"""When we had a conservative Republican president we were losing 750,000 jobs a month.""",0
986,"Says U.S. Sen. Ron Johnson ""led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.""",0
987,"""While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.""",0
988,"""Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.""",0
989,"Says Donald Trump ""supports eminent domain"" and the Supreme Court's Kelo decision. ",0
990,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state ""employment commission reinstated the person.""",0
991,"Today, the deficit is ""below the average deficits over the past 40 years.""",0
992,"""States with the most gun laws tend to have the fewest gun deaths.""",0
993,"""More preschoolers are shot dead each year than police officers are in the line of duty.""",0
994,"""90% of Americans want national background checks that close loopholes.""",0
995,"Planned Parenthood ""is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.""",0
996,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",0
997,"Iran's ""regime is responsible for more than 1,000 American casualties during the Iraq war"" and ""has plotted a terrorist attack here in our nation's capital.""",0
998,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",0
999,"""We have 650 people who move to Texas every day.""",0
1000,"Alabama's Crimson Tide will be the underdog in Saturday's game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",0
1001,"""Unlike virtually every other campaign, we don't have a super PAC.""",0
1002,"Every general City of Milwaukee employee ""pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.""",0
1003,"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""",0
1004,"""There's no money"" for Planned Parenthood in the bill that would keep the government open.",0
1005,The racial and ethnic makeup of the Gwinnett County Sheriff's Office mirrors the community it serves.,0
1006,"""Six of the 10 richest counties in the United States surround Washington, D.C.""",0
1007,"""Twenty-six men named William have been elected to statewide office and only seven women have had the honor.""",0
1008,"On the main GOP presidential debate: ""Not one candidate on the debate stage has military experience ＃ """,0
1009,No openly gay man has ever been elected to the Georgia Legislature.,0
1010,"A ""voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.""",0
1011,"Says Ronald Reagan ""reversed his world's 'largest tax cut' and raised taxes when revenues did not match the expectations.""",0
1012,"Salaries of Austin residents who don't work for city government ""have not been going up 3 percent a year for the last several years.""",0
1013,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,0
1014,"Missouri is ""#1 in the nation for holding down tuition increases at public universities.""",0
1015,"Says ""the cascading effects"" of climate change contributed to the rise of ISIS.",0
1016,"Says Pope Francis ""took the name of a saint who basically reached out to Muslims.""",0
1017,"""Under Republicans, recessions happen four times as frequently as under Democrats.""",0
1018,"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",0
1019,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",0
1020,"When Carly Fiorina says Hewlett-Packard ""revenues went up, that's because she bought Compaq. It was a terrible deal.""",0
1021,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",0
1022,"""The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.""",0
1023,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",0
1024,"At this point in 2012, ""Rick Perry was ahead at 29.9 percent, and we had seven more leads before it finally settled on Mitt Romney.""",0
1025,"The University of Wisconsin System  ""is larger than any business in the state of Wisconsin.""",0
1026,"""There's never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.""",0
1027,"""We're the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.""",0
1028,"Says Marco Rubio has ""the worst voting record there is today.""",0
1029,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",0
1030,"""A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty.""",0
1031,"""When he (Donald Trump) asked Florida to have casino gambling, we said no.""",0
1032,Says Donald Trump supports the Wall Street bailout.,0
1033,"Georgia's CRCT ""set some of the lowest expectations for student proficiency in the nation.""",0
1034,"""The top man at Yale Law School came out ... with just a raging report"" about former HP CEO Carly Fiorina, saying she is ""one of the worst executives in his memory in history running the company.""",0
1035,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",0
1036,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,0
1037,Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010.,0
1038,"""There has never been a panther attack in the history of Florida.""",0
1039,"""The State of Texas is funding ＃ women's health services at historically high levels; they just increased their level another $50 million for the next two years.""",0
1040,"""Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.""",0
1041,"""It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth.""",0
1042,"""Trump proposed enacting the largest tax increase in American history.""",0
1043,"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",0
1044,"Bernie Sanders opposes the Trans-Pacific Partnership, and Hillary Clinton supports it.",0
1045,"Says he ""turned down a Medicaid expansion under Obamacare,"" but because of actions he took, for the first time in Wisconsin's history ""everyone living in poverty is covered under Medicaid.""",0
1046,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",0
1047,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",0
1048,"""Saudi Arabia has the third-largest military budget in the entire world.""",0
1049,"""African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.""",0
1050,"""By the end of this budget I'm in right now, taxes will have been cut $4.7 billion in my state."" ",0
1051,"Gov. Maggie Hassan's budget proposal ""raises taxes on small businesses and increases taxes and fees by $100 million."" ",0
1052,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",0
1053,"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers.""",0
1054,Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.,0
1055,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",0
1056,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",0
1057,"""There are actually only 30 countries that practice birthright citizenship.""",0
1058,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",0
1059,"""The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally.""",0
1060,"""Less than half of the poorest American households have a home Internet subscription.""",0
1061,"""We have an Army that just cut 40,000 spots.""",0
1062,"""The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.""",0
1063,"""There's not a single, solitary example that"" signing the bill to end Glass-Steagall ""had anything to do with the financial crash.""",0
1064,"A ""majority in every state favors path to citizenship for undocumented immigrants.""",0
1065,"""Peachtree and Pine is one of the leading sites for tuberculosis in the nation.""",0
1066,"""You're more likely to get struck by lightning in Texas"" than find in-person voter fraud.",0
1067,"Wisconsin's pension system is the ""only one fully funded in the country.""",0
1068,"Says Bernie Sanders chose ""to spend his honeymoon in the Soviet Union in 1988.""",0
1069,"Says Donald Trump has ""changed his mind"" on abortion.",0
1070,"""African-American children are 500 percent more likely to die from asthma than white kids.""",0
1071,"""The United States has the highest incarceration rate in the world.""",0
1072,"Says he was ""one of the chief architects"" of balancing the federal budget.",0
1073,"""The Republican presidential nominee hasn't won women since 1988.""",0
1074,"""A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.""",0
1075,"""The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.""",0
1076,"""As governor of Florida I defunded Planned Parenthood.""",0
1077,"Wisconsin's ""rainy day fund"" is ""165 times bigger than when we first took office.""",0
1078,"Says that Donald Trump ""supported Charlie Crist.""",0
1079,"""I took the state of Ohio from an $8 billion hole ＃ to a $2 billion surplus.""",0
1080,"""This is the most generous country in the world when it comes to immigration. There are a million people a year who legally immigrate to the United States.""",0
1081,"Says Jeb Bush ""significantly cut early voting prior to the 2008 presidential election.""",0
1082,"""The stock market does better when you have a Democratic president in the White House.""",0
1083,Caution: Kissing and cuddling chickens can be hazardous to your health.,0
1084,"""In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000.""",0
1085,"Since parole abolition, Virginia's ""crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and that's the second lowest in the country.""",0
1086,"""Every year the First Coast Guard District saves 350 lives in the Northeast.""",0
1087,"""We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.""",0
1088,"Says in 2002, he ""won more Hispanic votes than Anglo votes, 60 percent in the state.""",0
1089,"""Our last budget committed the highest level of need-based financial aid in state history.""",0
1090,"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.",0
1091,"Russia and China ""absolutely said pretty clearly"" they would not keep economic sanctions on Iran if the United States ""walked away from the deal.""",0
1092,"""Forty percent of people in this country, illegally, are overstaying visas.""",0
1093,"""The majority of the Hispanic population and the growth (of the population) is U.S.-born.""",0
1094,"""The top one-tenth of 1 percent"" of Americans ""own almost as much wealth as the bottom 90 percent.""",0
1095,"""More than half of all drivers' licenses issued in California this year have gone to illegal aliens.""",0
1096,"Since 2009, ""we've cut homelessness (among veterans) by a third.""",0
1097,The National Technical Information Service spends millions of taxpayer dollars to print and sell government documents that are available free in online searches.,0
1098,"""With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.""",0
1099,"Says David Jolly refused ""to cut spending for a national greenhouse in D.C.""",0
1100,"""All (Maryland) crabs are born in Virginia.""",0
1101,"""(Hillary Clinton's State Department) actually admonished one of her ambassadors because he wasn't using the proper server.""",0
1102,"Says Donald Trump ""has supported a Canadian-style universal health care system.""",0
1103,The murder rate in Atlanta is on the rise this year.,0
1104,"""We borrow a million dollars every minute.""",0
1105,Says Bill and Hillary Clinton attended Donald Trump's last wedding.,0
1106,"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified. ",0
1107,"""The actual deportations from the interior of the country are way down"" under President Obama.",0
1108,"Says Scott Walker's views on abortion are more restrictive ""than any Republican president in recent times.""",0
1109,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""",0
1110,"""Sen. Rubio's (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.""",0
1111,"Despite what Donald Trump claims, ""there weren't 15,000 people who turned out in Phoenix"" to see Trump speak.",0
1112,"Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.",0
