,content,rating
903,"Wisconsin has only one county, Dane, ""that's hand counting the votes"" in the 2016 presidential recount.",1
904,"A recent study found ""that cities where Uber operates have 3.6%-5.6% fewer drunk driving deaths than cities without access to ridesharing.""",1
905,"Alison Alter ""has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign.""",1
906,"""Trump's Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.""",1
907,"Says actor Dwayne ""The Rock"" Johnson wore a T-shirt stating: ""We Stand for the flag, we kneel for the fallen.""",1
908,"In Wisconsin, ""300,000 voters were turned away by the state's strict voter ID law"" in the 2016 presidential election.",1
909,"""Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!""",1
910,"""NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.""",1
911,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,1
912,"""We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it.""",1
913,"Obamacare ""was invented by liberal academic theorists.""",1
914,"""Less than half"" of jobs at the Carrier manufacturing plant in Indiana ""are actually staying.""",1
915,"Alison Alter ""got an F in attendance in 2016"" as an Austin parks board member ""and was removed by a unanimous vote of the Austin City Council.""",1
916,"Says Indiana Gov. Mike Pence ""advocated diverting taxpayer dollars to so-called conversion therapy.""",1
917,"""Black Lives Matter, who are attacking law enforcement officers"" -- Barack Obama ""had them to the White House.""",1
918,"Lady Gaga announced she would cover her face ""until Trump gets fired from office.""",1
919,CNN accidentally aired 30 minutes of pornography in Boston on Thanksgiving night.,1
920,"""President Obama's American Recovery and Reinvestment Act (was) a fancy name for almost a trillion-dollar spending bill. The ARRA was supposed to fix our crumbling roads and bridges,"" but now, ""we have absolutely nothing to show for it.""",1
921,"""Wisconsin uses voting machines that are outlawed, they are illegal.""",1
922,"There was ""serious voter fraud"" in Virginia. ",1
923,"There was ""serious voter fraud"" in New Hampshire.",1
924,"There was ""serious voter fraud"" in California.",1
925,"Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",1
926,"""Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.""",1
927,"""We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.""",1
928,"Says climate scientist James Hansen says ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",1
929,"Says that when San Francisco banned plastic grocery bags, ""you saw the number of instances of people going to the ER with things like salmonella and other related illnesses"" spike.",1
930,"""There is long historical precedent for a Supreme Court with fewer justices.""",1
931,"""Alexander Hamilton was an immigration hawk.""",1
932,"Harambe received 15,000 votes in the presidential election.",1
933,"In Flint, Mich., ""the pipes still haven't been replaced. The water is still poisoned.""",1
934,"Says Donald Trump's presidential victory was ""an electoral landslide.""",1
935,"Ed Gillespie ""would not mention (Donald Trump's) name unless he was condemning him.""",1
936,"""Report: 3 million votes in presidential election cast by illegal aliens.""",1
937,"Says Scott Walker left college ""under an ethical cloud for having tried to fix"" the election for student body president.",1
938,"""Donald Trump Protester Speaks Out: 'I Was Paid $3,500 To Protest Trump's Rally.' """,1
939,"Texas A&M University - Commerce ""offers counseling, safe spaces for students who are afraid of President-elect Trump.""",1
940,Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.,1
941," ""America's tax code hasn't been updated in 30 years.""",1
942,"Says there are ""probably 2 million, it could be even 3 million"" criminal immigrants in the country illegally.",1
943,A picture shows former President Bill Clinton naked with another woman.,1
944,"""The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.""",1
945,"""The @nytimes states today that DJT believes 'more countries should acquire nuclear weapons.' How dishonest are they. I never said this!""",1
946,"""Final election 2016 numbers: Trump won"" the popular vote.",1
947,"Margaret Sanger ""wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.""",1
948,"""Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.""",1
949,"""1928 was last time Republicans had the White House, the House and the Senate.""",1
950,"Says the KKK marched in Mebane, N.C., after Trump's victory",1
951,"""Anyone who knows you can just"" look it up to ""see if you voted.""",1
952,"Says ""thousands"" at a Manhattan rally for Donald Trump were chanting ""We hate Muslims, we hate blacks, we want our great country back.""",1
953,"""Beyonce and Jay Z, I like them, I like them ... I get bigger crowds than they do. It's true. I get far bigger crowds.""",1
954,"The list of voters that North Carolina Republicans ""tried to purge was two-thirds black and Democratic.""",1
955,"""It's just been announced that the residents of Florida are going to experience a massive, double-digit premium hike.""",1
956,"""Casey Weinstein: No faith in our military"" ... ""When some of our cadets wanted to watch a religious film, Casey Weinstein sued the U.S. military. Sued our soldiers?""",1
957,"""The Declaration of Independence was written on paper made out of hemp.""",1
958,"""There's a section in the Constitution called the Emoluments Clause that says no one, nor their spouses, can take money from foreigners. (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge.""",1
959,"Says that at a campaign rally President Barack Obama ""spent so much time screaming at a protester, and frankly it was a disgrace.""",1
960,"Roy Blunt ""voted to raise his own pay 12 times"" while in Congress.",1
961,"Democrat Stephen Webber ""voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds, and even voted to allow sex offenders to be coaches.""",1
962,"""On three occasions, judges had to stop Jason Kander from manipulating elections.""",1
963,"Republican gubernatorial candidate Eric Greitens ""spent another $600,000 on image consultants"" to rebrand his charity, The Mission Continues.",1
964,"Kelly Ayotte ""voted for a budget that had $90 billion of cuts to Pell Grants.""",1
965,"""The Democrats are very sly. ＃ (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, they're busing them in all over the place.""",1
966,"""We can fix our roads without raising taxes.""",1
967,"Says ""Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.""",1
968,"""The photonics bill that was sponsored in Congress and written, was written by Congressman Tom Reed, not Congresswoman Louise Slaughter.""",1
969,"Says Mike Coffman said two different things: ""stop the deportations"" in a Spanish-language debate and ""you're going to be deported"" in an English-language TV interview.",1
970,"Says Donald Trump ""says organized crime runs wild on reservations.""",1
971,"""I have tremendous support from women.""",1
972,"""FBI confirms evidence of huge underground Clinton sex network.""",1
973,"""Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasn't had an impact.""",1
974,"The media ""never show crowds.""",1
975,"""In one Colorado hospital, 50 percent of newborns tested had marijuana in their system.""",1
976,"Says Ron Johnson ""is benefiting from several super PACs, I am not.""",1
977,"""Thousands of Americans have been killed by illegal immigrants.""",1
978,"""Students at the University of Texas in Austin have been advised not to wear cowboy boots or cowboy hats on Halloween.""",1
979,"Says Russ Feingold ""formed his own political group to pay himself and his staff millions.""",1
980,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.",1
981,"Says Chris Koster ""opposes right-to-work efforts because he has taken $8 million from 'union bosses.'""",1
982,"""Amendment 1 protects Florida seniors from scams and rip-offs.""",1
983,"""One in five American households have nobody under the same roof that's got a job.""",1
984,"Says Russ Feingold ""voted to raise taxes on Social Security benefits for seniors, he even tried to give Social Security benefits to illegal immigrants.""",1
985,"""In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.""",1
986,"Says Donald Trump ""doesn't believe in equal pay.""",1
987,"""In many instances, (people's) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in American history.""",1
988,"""Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!"" ",1
989,"Chris Koster ""opposed protecting the women of Missouri"" because he ""was one of only four senators to vote against"" a bill ending the practice of making rape victims pay for their own rape kits.",1
990,"Says Chris Koster ""fell silent"" as attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting ""over $12,000 in campaign contributions' from people affiliated with the service.""",1
991,"""Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.""",1
992,"Says Russ Feingold ""got paid $8,000 a lecture at Stanford University.""",1
993,Says that he's responsible for Austin including Anderson Mill Road in the city's proposed transportation bond package.,1
994,"""Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.""",1
995,"""The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.""",1
996,"Says ""Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.""",1
997,"Says ""Catherine Cortez Masto indicted (Brian Krolicki), who was an innocent man, in order to save Harry Reid's political career""",1
998,"When asked about bills in Congress important to the North Country, Derrick responded 'I just don't know enough about it.'",1
999,Says Gerald Daugherty is endorsed by the Austin American-Statesman.,1
1000,"Joe Morrissey ""has been a delegate in the General Assembly for eight years with no laws passed to help our black community with education or workforce.""",1
1001,"""One of George Soros' companies has provided some of the (voting) machines"" for some states.",1
1002,"""Donald Trump's strategy is pretty simple. They have even said in his campaign it's to get women to stay home, get young people to stay home, get people of color to stay home, and get a lot smart, intelligent men to stay home, too.""",1
1003,"Says Ohio's I-X Center ""used to be a great plant,"" but ""thousands of people of worked here, and they left"" when their jobs were moved overseas.",1
1004,"Says Hillary Clinton ""wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. That's what could happen. You triple the size of our country in one week.""",1
1005,"Says Hillary Clinton ""shows up in Broward County"" and had a private meeting with elections supervisor Brenda Snipes.",1
1006,"""Jack Berry voted for a plan to cut $23.8 million from our schools.""",1
1007,"Says FBI Director James Comey's letter about new developments in the investigation into her emails ""only"" went ""to Republican members of the House.""",1
1008,"The ""left"" is blatantly attempting to disrupt Georgia's elections.",1
1009,"Says Democratic challenger for his N.C. House seat ""raised taxes on clothing, school supplies 每 even baby diapers!""",1
1010,"Says it's not possible for some Wisconsin residents to watch Packers games, ""they're forced to watch Viking games,"" so he ""got a law passed to fix"" the problem.",1
1011,"""We are seeing kids who are healthier.""",1
1012,"Says drug dealers have ""overdosed on purpose"" to avoid prosecution.",1
1013,"""Nearly half of African-American children under the age of 6 are living in abject poverty.""",1
1014,"Global warming leads to much quicker spread of the Zika virus because the increased temperature, ""makes mosquitoes mature faster,  . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.""",1
1015,"Says Austin Mayor Steve Adler's transportation plans linked to Proposition 1 on the ballot remove ""27+ miles of traffic lanes around the city,"" replacing ""them with lanes dedicated to usage by bicycles"" and buses.",1
1016,"Says HB2 ""hasn't moved the needle one iota"" on North Carolina's economy.",1
1017,"""When Trump wanted to turn a taxpayer-owned building into an $800 a night hotel, (Congressman Jeff Denham, R-CA) helped broker the deal and bragged about it.""",1
1018,"Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she ""was afraid it would help Democrats,"" showing ""outrageous partisan bias.""",1
1019,"""One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.""",1
1020,"""Paul Ryan's already spent millions to try and permanently derail Brad (Schneider)'s progressive, energized campaign."" ",1
1021,"In the Paula Jones case, Bill Clinton paid an ""$850,000 penalty.""",1
1022,"""We've spent $6 trillion"" on the wars in the Middle East.",1
1023,"""On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals.""",1
1024,"Says President Obama ""was proposing pinprick strikes"" for military intervention in Syria.",1
1025,"Says Democratic U.S. Senate candidate Russ Feingold ""voted over 250 times to raise taxes.""",1
1026,"""The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.""",1
1027,"""It's four or five states where the number of insurance options have narrowed"" under the Affordable Care Act.",1
1028,"""We have never done business with Donald Trump.""",1
1029,"""Recently though, the media has reported on thousands of illegal voters here in the commonwealth.""",1
1030,"Says Ron Johnson ""has essentially done nothing"" to fight heroin addiction and opioid abuse.",1
1031,"""Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.""",1
1032,"""Donald Trump says he'd deport 16 million people.""",1
1033,"California's proposed tobacco tax ""diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who don't have to help even one more patient.""",1
1034,"Says he and his running mate ""are the only candidates that do believe in free trade.""",1
1035,"As executive director of the Democratic Party of Virginia there were ""300 people on my payroll in 2008.""",1
1036,"Says he's ""taken an 8% pay decrease in each of the nine years he has been in office.""",1
1037,"Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because ""they just 'throw more people into the'"" jail ""'system."" ",1
1038,"""14 percent of noncitizens are registered to vote.""",1
1039,"""400 bills have my name on them either as a sponsor or a co-sponsor. You don't get that done unless you work with folks on the other side.""",1
1040,"In 1928 ""school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible.""",1
1041,"""ISIS is in 32 countries.""",1
1042,"A World Health Organization report shows ""that more people are dying of TB.""",1
1043,"""Just like Donald Trump, David Jolly wants to outlaw a woman's right to choose.""",1
1044,"The city of Richmond ""built the second richest team in the NFL a $14 million stadium.""",1
1045,"Says Hillary Clinton takes ""tens of millions of dollars from countries that hate women, that disrespect women, that throw gays off of buildings.""",1
1046,"Says electric utilities ""are trying to fool you into amending your state Constitution in a way that gives them the authority to shut down net metering.""",1
1047,"""Nobody knows about it, nobody talks about it, but under Obama, millions of people have been moved out of this country, they've been deported.""",1
1048,"""The director of the FBI said that we cannot figure out who (Syrian refugees) are, what their intentions are, because we have no information on them, because we don't have any contact with the Syrian government or any people on the ground to be able to determine that.""",1
1049,"Says Rob Portman was a registered foreign agent whose ""client was Haiti, at a time when the Baby Doc, Duvalier, who was a despot, was killing people.""",1
1050,"Russia has ""tremendous numbers of nuclear warheads  〞 1,800, by the way  〞 where they expanded, and we didn't.""",1
1051,"Says Sen. Rob Portman says Ted Strickland earned $400,000 a year as a lobbyist after leaving Ohio for Washington.",1
1052,"Says Joe Heck ""voted to shut down the government.""",1
1053,"""What I have put forward does not add a penny to the debt.""",1
1054,"""Donald Trump's education plan to dramatically slash funding for public education would fire 49,000 Texas teachers.""",1
1055,"The stories from women saying he groped or forced himself on them ""largely have been debunked.""",1
1056,"""There was even a time when (Donald Trump) didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged.""",1
1057,"Says Hillary Clinton is ""wrong"" to say he mocked a disabled reporter.",1
1058,"When Hillary Clinton ""ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen  〞 they don't know.""",1
1059,"Says Hillary Clinton ""wanted the wall.""",1
1060,"Says Hillary Clinton's ""plan is going to raise taxes and even double your taxes.""",1
1061,"Says Hillary Clinton ""wants to have open borders.""",1
1062,"""What the District of Columbia was trying to do (with its handgun ban) was to protect toddlers from guns.""",1
1063,"""When Rachel Zenzinger was on the Arvada City Council, she voted to spend taxpayer funds for a junket to China.""",1
1064,"Says Sen. Rob Portman said, ""It would be irresponsible not to cut Medicare.""",1
1065,"""It's possible that non-citizen voters were responsible for Obama's 2008 victory in North Carolina.""",1
1066,"""State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.""",1
1067,"Colorado saw ""increased incidents of emergency room visits by young people"" and ""increased incidents of driving while under the influence of marijuana"" following the legalization of recreational pot.",1
1068,"Says Sen. John McCain ""has taken more money from Wall Street than any other sitting senator.""",1
1069,"""Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what it's for? House Bill 2.""",1
1070,Creflo Dollar has endorsed Republican Donald Trump for president.,1
1071,"""During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. ＃ (He) promises to protect those rights, but that's not what his record shows.""",1
1072,"""Sen. (Richard) Burr voted no on the Violence Against Women Act.""",1
1073,"""Back in the Great Recession, when millions of  jobs across America hung in the balance, Donald Trump said rescuing the auto industry didn't really matter very much. He said, and I quote again, 'Let it go.' """,1
1074,"Says that compared to direct sales by manufacturers, consumers ""save avg of $500 per car sold through franchised dealer model.""",1
1075,"""Not even Tim Kaine is willing"" to say he trusts Hillary Clinton. ",1
1076,"""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.""",1
1077,"""In about three weeks over a half million Floridians are going to lose their coverage again"" through Obamacare.",1
1078,"Says Republican U.S. Rep. Bob Dold ""continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.""",1
1079,"""When asked about equal pay for women, (Rubio's) quote was that it was a waste of time.""",1
1080,"Says Hillary Clinton was ""let off the hook"" for her email scandal while Gen. David Petraeus had his life ""destroyed for doing far, far less.""",1
1081,"Says Marco Rubio ""opposes immigration reform. Worse, Rubio supports Donald Trump. His plan would deport 800,000 children, destroying families.""",1
1082,"""Of course, there is large scale voter fraud happening on and before election day.""",1
1083,"""Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder.""",1
1084,"Says allegations that he made unwanted sexual advances on a female sheriff's deputy ""were found by two separate judges to not have merit.""",1
1085,"Says Donald Trump's plan to repeal the estate tax would mean the Walmart Walton family would ""get a $53 billion tax break.""",1
1086,"Hillary Clinton said gun confiscation ""would be worth considering.""",1
1087,"""New York State has been horribly, horribly hurt by NAFTA""",1
1088,"""We know that more than half of Hillary Clinton's meetings while she was secretary of state were given to major contributors to the Clinton Foundation.""",1
1089,"Sen. Johnny Isakson voted for a trade agreement, ""with China costing Georgia 93,000 jobs.""",1
1090,"""In 67 different ways, Governor McCrory has raised taxes on middle income families.""",1
1091,"""After how hard you work and how much you pay in taxes, New York City ends up getting the money. I'm Chris Jacobs. I think it's time we have someone in Albany that's making sure our region gets our fair share""",1
1092,"""We don't have any"" chess grandmasters in the United States.",1
1093,"Says Libya ""Ambassador (Christopher) Stevens sent 600 requests for help"" in Benghazi.",1
1094,"""Just like Hillary Clinton,"" Russ Feingold had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate.""",1
1095,"""If you look worldwide, the number of terrorist incidents have not substantially increased.""",1
1096,"""Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.""",1
1097,"""Cancer and matters to do with kidney failure kill more people in Kenya today than malaria, tuberculosis and AIDS combined.""",1
1098,"Says Pete Gallego ""went and lobbied after you fired him from Congress.""",1
1099,"Says he won the second debate with Hillary Clinton ""in a landslide"" in ""every poll.""",1
1100,"Says ""I've been proven right"" about ""Hillary Clinton's radical call for open borders, meaning anyone in the world can enter the United States without any limit at all.""",1
1101,"Says Syrian refugees are not being vetted, and ""the FBI is not even being told where they are.""",1
1102,"Says Deborah Ross ""supports the Iran nuclear deal and the ransom it paid for hostages.""",1
1103,"""We are now, for the first time ever, energy independent.""",1
1104,Says Patrick Murphy wrongly conveyed Rubio's stance on abortion for women infected by Zika.,1
1105,"""I've gotten to see the commercials that they did on you. And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary.""",1
1106,"Says Sidney Blumenthal wrote that the Benghazi attack was ""almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.""",1
1107,"Donald Trump has said ""nuclear proliferation is OK.""",1
1108,"""Stopped by Smiley Cookie to pick up some great cookies for the family, along with Rudy.""",1
1109,"Says ""Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers' rights set up what amounts to a sweatshop in Haiti.""",1
1110,"Says ""Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.""",1
1111,"Says Hillary Clinton ""viciously"" attacked women abused by Bill Clinton.",1
1112,"Donald Trump says ""that NATO is obsolete and that we need to get rid of NATO...""",1
1113,"""I was gone"" when there was a red line against Syria.",1
1114,"""ICE just endorsed me.""",1
1115,"Says after Hillary Clinton helped a man accused of raping a 12-year-old, ""she's seen laughing on two separate occasions, laughing at the girl who was raped.""",1
1116,"Says a tweet he sent out ""wasn't saying, 'check out a sex tape.' It was just 'take a look at"" the background of Alicia Machado.",1
1117,"""These are radical Islamic terrorists, and (Hillary Clinton) won't even mention the word.""",1
1118,"Says Hillary Clinton ""wants to go to a single-payer plan"" for health care",1
1119,"""You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.""",1
1120,"Says he has ""a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.""",1
1121,"Hillary Clinton ""supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.""",1
1122,"Says Will Hurd said a border-long U.S.-Mexico wall ""absolutely makes sense.""",1
1123,"""You would receive a citation for taking a dildo to class"" at the University of Texas.",1
1124,"""If you give guns to gangs, you can get out of jail free, if (California's Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.""",1
1125,"Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument.""",1
1126,"Chris Jacobs ""has been financed by the same men who are now facing charges in one of Western New York's largest public corruption schemes""",1
1127,"Says ""Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship.""",1
1128,"Says Congresswoman Loretta Sanchez ""has passed one bill in her 20 years in Congress, and that was to rename a post office.""",1
1129,"""It's bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isn't acting in films that degrade women, he's stalking them in his personal time.""",1
1130,"Maggie Hassan ""raised tuition, making it the highest in America.""",1
1131,"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",1
1132,"As a result of Chris Sununu's vote against a Planned Parenthood contract, ""nearly 3,000 fewer"" women and families statewide accessed health care for birth control, cancer screenings and annual exams.",1
1133,"Says marijuana use among Colorado high school students ""has not increased since legalization.""",1
1134,"""Toomey and Trump will ban abortion and punish women who have them.""",1
1135,"""In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.""",1
1136,"Says Donald Trump ""hasn't broken his promise"" to release his tax returns.",1
1137,"Says she ""voted for a statewide fracking ban.""",1
1138,"Says Donald Trump, in his campaign announcement speech, ""also said, 'And many of them (Mexicans) are good people. You keep leaving that out of your quote.""",1
1139,"Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.""",1
1140,"Mike Madigan made a fortune on tax appeals＃ Saving his friends millions... It's an inside game played by people like Merry Marwig, Madigan's hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.",1
1141,"Says GOP Congressional candidate Scott Jones ""wants to build a wall. He wants to round people up and deport folks.""",1
1142,"Says Ron Johnson ""helped companies ship jobs overseas.""",1
1143,"Says Donald Trump ""never said that"" more nations should get nuclear weapons.",1
1144,"Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""",1
1145,"Donald Trump would ""engage in a risky scheme to privatize Social Security.""",1
1146,"""When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said 'no, we're building a wall and we're deporting everybody.' He said, quote, 'they will all be gone. They will all be gone.' This is one of the ones where you can go to the tape on it and see what Donald Trump has said.""",1
1147,"""10 cents on the dollar from the Clinton Foundation goes to charitable causes.""",1
1148,"Says that during President Barack Obama's tenure, the United States has created ""15 million new jobs.""",1
1149,"Says ""Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement.""",1
1150,"""In the state of Indiana, I've signed more than $3.5 billion in tax relief.""",1
1151,"""First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.""",1
1152,"""The Virginia population increased by just 8 percent from 2005 to 2015, but the per capita spending in the budget increased by a whopping 38 percent.""",1
1153,"""A rural hospital in Missouri closes every 8 months. The legislature's failure to expand Medicaid has brought crisis to many of Missouri's rural health care providers.""",1
1154,"""Not one penny of (California's Prop 67) bag ban tax goes to the environment.""",1
1155,"On Tim Kaine: ""In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.""",1
1156,"""The 'New York Times' writes this long story"" about Donald Trump's tax returns but ""didn't point out there was no wrongdoing"" until paragraph 18.",1
1157,"The Great Recession emerged ""in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.""",1
1158,"Says Hillary Clinton has ""taken hundreds of millions from those countries"" where ""women are stoned, where women are killed for adultery and women can't drive.""",1
1159,"""No fracking waste is being dumped in New York State""",1
1160,"Says Proposition 205 ""blocks market entry"" for new marijuana dispensaries.",1
1161,"Says Tom Nelson ""backed higher taxes on Social Security, costing Wisconsin seniors $95 million.""",1
1162,"""Since I came into office ＃ we have increased the VA budget by 85 percent.""",1
1163,"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",1
1164,"""Amendment 2 will bring kid-friendly pot candy to Florida.""",1
1165,"""If you look at any real analysis,"" the Trans-Pacific Partnership is ""going to generate better-paying jobs that are more stable.""",1
1166,"Says ""Gary Johnson and the Libertarian Party want to get rid of the public school system.""",1
1167,"Says Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""",1
1168,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",1
1169,"Says Rob Portman ""even voted to allow people on the terrorism watch list to buy guns.""",1
1170,"""Not one illness has been reported from raw milk in"" Texas ""in more than four years. A total of six illnesses have occurred in the last 20 years.""",1
1171,"Says most illegal immigrants draw ""welfare benefits, they're sending their kids to school, they're using the public services.""",1
1172,"Says ""Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis.""",1
1173,"Says Colorado Democratic congressional candidate Morgan Carroll ""racked up $11 billion in new spending"" in the state Legislature.",1
1174,Say photographs of Hillary Clinton at the debate show what could be an earpiece.,1
1175,"Says ""no, you're wrong,"" responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.",1
1176,"""Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ... I don't have a Super PAC.""",1
1177,"""Brock Turner's early release will be a regular occurrence if Prop. 57 passes.""",1
1178,"Says to Hillary Clinton, ""You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.""",1
1179,"""NATO is opening up a major terror division. ... I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.""",1
1180,"Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.""",1
1181,"In New York City, ""murders are up.""",1
1182,"Says Hillary Clinton's energy agenda ""will cost the U.S. economy over $5 trillion""",1
1183,"Says top Clinton advisers ""were pressing"" birther movement stories ""very hard.""",1
1184,"""The only years that anybody's ever seen"" of Donald Trump's tax returns ""showed he didn't pay any federal income tax.""",1
1185,"""I did not support the war in Iraq ＃ The record shows that I'm right.""",1
1186,"Says Donald Trump ""publicly invited Putin to hack into Americans' (emails).""",1
1187,"""You will learn more about Donald Trump by going down to the Federal Elections"" to see the financial disclosure form than by looking at tax returns.",1
1188,"""I did not  〞 I did not  〞 I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",1
1189,"Says Hillary Clinton and Tim Kaine ""want to shut down shale, and shut down natural gas.""",1
1190,"""During her first four years in Washington Sen. Ayotte voted with the Koch brothers nearly 90 percent of the time.""",1
1191,"""Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed 'watered-down' HIV/AIDS drugs to patients in sub-Saharan Africa.""",1
1192,"Says Israel profiles based on ethnicity and ""does it very successfully.""",1
1193,"Hillary Clinton said, ""with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump""",1
